REGION,ISLAND,OBS_YEAR,DATE_,SITE,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN,Total Coral,CORAL_Branching hard coral,CORAL_Encrusting hard coral,CORAL_Foliose hard coral,CORAL_Fungia sp,CORAL_Leptoseris sp,CORAL_Massive hard coral,CORAL_Montipora branching,CORAL_Montipora encrusting,CORAL_Montipora foliose,CORAL_Pavona encrusting,CORAL_Pavona massive,CORAL_Pocillopora sp,CORAL_Porites branching,CORAL_Porites encrusting,CORAL_Porites foliose,CORAL_Porites massive,EMA_Macroalga,I_Sessile Invertebrate,MA_Macroalga,SC_Soft Coral,SED_Sediment,TURF_Turf Alga,UC_UnIdentified,CCA_Coralline Alga
MHI,Niihau,2015,40720,NII-01372,22.001977,-160.063237,Forereef,Mid,0.140625,0,0,0,0,0,0,0,0,0,0.003125,0,0.1,0,0.015625,0,0.021875,0.034375,0.003125,0.034375,0,0.028125,0.653125,0.05,0.05625
MHI,Niihau,2015,40721,NII-01378,21.973069,-160.053449,Forereef,Mid,0.096666667,0,0.003333333,0,0,0,0.006666667,0,0,0,0,0,0.056666667,0,0.02,0,0.01,0.043333333,0,0,0,0,0.81,0.006666667,0.043333333
MHI,Kauai,2015,40718,KAU-01468,21.95935,-159.720993,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0.003333333,0,0.55,0.376666667,0.066666667,0
MHI,Kauai,2015,40718,KAU-01433,21.958889,-159.716805,Forereef,Mid,0.01,0.003333333,0,0,0,0,0.003333333,0,0,0,0,0,0.003333333,0,0,0,0,0.006666667,0,0.016666667,0,0.306666667,0.626666667,0.006666667,0.026666667
MHI,Kauai,2015,40718,KAU-01519,21.950975,-159.706112,Forereef,Mid,0.023333333,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.003333333,0,0,0.02,0,0.193333333,0.726666667,0.02,0.016666667
MHI,Kauai,2015,40718,KAU-01452,21.952129,-159.692296,Forereef,Mid,0.05862069,0.003448276,0,0,0,0,0.003448276,0,0.003448276,0,0,0,0.010344828,0,0,0,0.037931034,0.010344828,0,0.013793103,0,0,0.796551724,0.020689655,0.1
MHI,Kauai,2015,40718,KAU-01431,21.949643,-159.683409,Forereef,Mid,0.176666667,0,0.016666667,0,0,0,0.006666667,0,0.063333333,0,0,0,0.036666667,0,0,0,0.053333333,0.023333333,0,0.023333333,0,0,0.716666667,0.006666667,0.053333333
MHI,Kauai,2015,40718,KAU-01453,21.934028,-159.672369,Forereef,Mid,0.23,0,0.016666667,0,0,0,0,0,0.086666667,0,0,0,0.03,0.013333333,0.013333333,0,0.07,0,0,0.003333333,0,0,0.746666667,0.01,0.01
MHI,Kauai,2015,40718,KAU-01450,21.917692,-159.658014,Forereef,Mid,0.036666667,0.01,0.003333333,0,0,0,0,0,0.003333333,0,0,0,0.006666667,0,0,0,0.013333333,0.026666667,0.01,0.02,0,0.03,0.813333333,0.026666667,0.036666667
MHI,Kauai,2015,40718,KAU-01447,21.909914,-159.650199,Forereef,Mid,0.026666667,0,0.003333333,0,0,0,0,0,0,0,0,0,0.013333333,0,0,0,0.01,0.026666667,0,0.07,0,0,0.866666667,0.006666667,0.003333333
MHI,Kauai,2015,40718,KAU-01386,21.88927,-159.572594,Forereef,Mid,0.12,0,0.013333333,0,0,0,0,0,0.05,0,0,0,0.02,0,0.01,0,0.026666667,0.013333333,0.003333333,0.05,0,0.006666667,0.713333333,0.003333333,0.09
MHI,Kauai,2015,40718,KAU-01434,21.889192,-159.564707,Forereef,Mid,0.209677419,0,0.025806452,0,0,0,0.006451613,0,0.106451613,0,0,0,0.029032258,0,0,0,0.041935484,0.006451613,0,0.003225806,0,0.003225806,0.732258065,0.012903226,0.032258065
MHI,Kauai,2015,40718,KAU-01410,21.884719,-159.546746,Forereef,Mid,0.04,0,0.003333333,0,0,0,0,0,0.006666667,0,0,0,0.023333333,0,0.006666667,0,0,0.006666667,0,0.04,0,0.123333333,0.763333333,0.006666667,0.02
MHI,Kauai,2015,40718,KAU-01489,21.88187,-159.531198,Forereef,Mid,0.023333333,0,0,0,0,0,0,0,0.006666667,0,0,0,0.016666667,0,0,0,0,0.003333333,0,0.003333333,0,0.193333333,0.75,0.026666667,0
MHI,Kauai,2015,40718,KAU-01488,21.877542,-159.518406,Forereef,Mid,0.056666667,0,0,0,0,0,0,0,0,0,0,0,0.023333333,0,0.01,0,0.023333333,0.006666667,0.013333333,0.103333333,0,0.03,0.77,0.01,0.01
MHI,Kauai,2015,40718,KAU-01508,21.880182,-159.512701,Forereef,Mid,0.006666667,0.003333333,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0,0,0,0,0,0.003333333,0,0.203333333,0.76,0.023333333,0.003333333
MHI,Kauai,2015,40718,KAU-01378,21.87023,-159.459016,Forereef,Mid,0.003333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0,0.013333333,0,0.006666667,0,0.096666667,0.853333333,0.006666667,0.02
MHI,Kauai,2015,40718,KAU-01389,21.870834,-159.451452,Forereef,Mid,0.076666667,0,0,0,0,0,0,0,0.006666667,0,0,0,0.013333333,0,0,0,0.056666667,0.003333333,0,0,0,0.026666667,0.88,0.01,0.003333333
MHI,Oahu,2015,40766,OAH-02138,21.590639,-158.175714,Forereef,Mid,0.158064516,0,0.038709677,0,0,0,0,0,0.090322581,0,0,0,0.016129032,0,0,0,0.012903226,0.009677419,0,0.067741935,0,0.003225806,0.690322581,0.019354839,0.051612903
MHI,Oahu,2015,40767,OAH-02121,21.324571,-158.136123,Forereef,Mid,0.058064516,0,0.006451613,0,0,0,0,0,0,0,0,0,0.006451613,0,0,0,0.04516129,0.003225806,0,0,0,0.051612903,0.85483871,0.022580645,0.009677419
MHI,Oahu,2015,40767,OAH-02122,21.347788,-158.135505,Forereef,Mid,0.13125,0,0.003125,0,0,0,0,0,0,0,0,0,0.01875,0,0,0,0.109375,0.0125,0,0.003125,0,0.10625,0.68125,0.034375,0.03125
MHI,Oahu,2015,40765,OAH-02116,21.297486,-158.121318,Forereef,Mid,0.115625,0,0,0,0,0,0,0,0.003125,0,0,0,0.025,0,0.003125,0,0.084375,0.0125,0,0.01875,0,0.009375,0.79375,0.0375,0.0125
MHI,Oahu,2015,40716,OAH-02016,21.290614,-157.885344,Forereef,Mid,0.15483871,0,0.003225806,0,0,0,0.003225806,0,0.009677419,0,0,0,0.025806452,0,0.006451613,0,0.106451613,0.006451613,0.003225806,0.003225806,0,0.006451613,0.764516129,0.038709677,0.022580645
MHI,Oahu,2015,40716,OAH-02046,21.265837,-157.83185,Forereef,Mid,0.016666667,0,0,0,0,0,0,0,0.003333333,0,0,0,0.003333333,0,0.003333333,0,0.006666667,0.01,0.01,0.006666667,0,0.01,0.946666667,0,0
MHI,Oahu,2015,40716,OAH-02082,21.24652569,-157.8060535,Forereef,Mid,0.003333333,0,0,0,0,0,0,0,0.003333333,0,0,0,0,0,0,0,0,0.003333333,0.003333333,0.006666667,0,0.37,0.61,0.003333333,0
MHI,Oahu,2015,40716,OAH-02055,21.253034,-157.780555,Forereef,Mid,0.02,0,0,0,0,0,0.003333333,0,0,0,0,0,0.016666667,0,0,0,0,0.003333333,0.003333333,0.003333333,0,0.093333333,0.843333333,0.026666667,0.006666667
MHI,Oahu,2015,40716,OAH-02032,21.259926,-157.768376,Forereef,Mid,0.046666667,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0,0,0,0.02,0.006666667,0,0.003333333,0,0.15,0.773333333,0.013333333,0.006666667
MHI,Oahu,2015,40716,OAH-02034,21.262502,-157.753272,Forereef,Mid,0.003225806,0,0,0,0,0,0,0,0,0,0,0,0.003225806,0,0,0,0,0.003225806,0,0.038709677,0,0.164516129,0.764516129,0.003225806,0.022580645
MHI,Oahu,2015,40716,OAH-02036,21.27142204,-157.7366925,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0.016666667,0,0.15,0.816666667,0.013333333,0
MHI,Oahu,2015,40716,OAH-02058,21.26450923,-157.7178398,Forereef,Mid,0.003333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0,0.01,0,0.313333333,0.656666667,0.016666667,0
MHI,Molokai,2015,40715,MOL-01609,21.079462,-157.210834,Forereef,Mid,0.34,0.006666667,0.033333333,0.003333333,0,0,0,0.03,0.123333333,0.043333333,0,0,0,0.086666667,0,0,0.013333333,0,0,0,0,0.08,0.493333333,0.076666667,0.01
MHI,Molokai,2015,40708,MOL-01547,21.211608,-157.193485,Forereef,Mid,0.146666667,0,0,0,0,0,0,0,0,0,0,0,0.063333333,0,0.053333333,0,0.03,0.016666667,0,0,0,0,0.806666667,0.01,0.02
MHI,Molokai,2015,40715,MOL-01621,21.08203,-157.179502,Forereef,Mid,0.61,0.036666667,0.026666667,0.003333333,0,0,0.003333333,0.07,0.296666667,0.01,0,0,0.006666667,0.126666667,0,0,0.03,0,0,0,0,0.006666667,0.283333333,0.056666667,0.043333333
MHI,Molokai,2015,40708,MOL-01573,21.206516,-157.174489,Forereef,Mid,0.003333333,0,0,0,0,0,0,0.003333333,0,0,0,0,0,0,0,0,0,0.003333333,0,0.01,0,0.183333333,0.793333333,0.006666667,0
MHI,Molokai,2015,40715,MOL-01627,21.081843,-157.17098,Forereef,Mid,0.4,0.01,0.026666667,0.006666667,0,0,0,0.033333333,0.05,0,0,0,0.006666667,0.18,0.003333333,0,0.083333333,0.003333333,0,0.003333333,0,0.13,0.406666667,0.033333333,0.023333333
MHI,Molokai,2015,40708,MOL-01559,21.202134,-157.138388,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003225806,0,0.048387097,0,0.087096774,0.838709677,0.019354839,0.003225806
MHI,Molokai,2015,40708,MOL-01543,21.201735,-157.134771,Forereef,Mid,0.04,0,0.003333333,0,0,0,0,0,0.006666667,0,0,0,0.02,0,0,0,0.01,0.003333333,0,0.086666667,0,0.013333333,0.85,0.003333333,0.003333333
MHI,Molokai,2015,40715,MOL-01556,21.08506,-157.114597,Forereef,Mid,0.66,0,0.003333333,0,0,0,0,0.106666667,0.283333333,0.043333333,0.013333333,0,0.006666667,0.176666667,0.006666667,0.003333333,0.016666667,0.013333333,0,0.003333333,0,0,0.22,0.073333333,0.03
MHI,Molokai,2015,40708,MOL-01636,21.196658,-157.105355,Forereef,Mid,0.140740741,0,0.011111111,0,0,0,0,0,0.003703704,0,0,0,0.051851852,0,0.011111111,0,0.062962963,0.111111111,0,0.003703704,0,0,0.666666667,0.040740741,0.037037037
MHI,Molokai,2015,40715,MOL-01570,21.082951,-157.070924,Forereef,Mid,0.483333333,0.003333333,0.013333333,0,0,0,0,0.073333333,0.243333333,0,0,0,0.033333333,0.063333333,0,0,0.053333333,0.01,0,0.003333333,0,0.023333333,0.383333333,0.08,0.016666667
MHI,Lanai,2015,40714,LAN-01383,20.886446,-157.061158,Forereef,Mid,0.12,0,0.006666667,0,0,0,0.006666667,0,0,0,0,0,0.013333333,0,0,0,0.093333333,0.033333333,0,0.003333333,0,0.013333333,0.74,0.056666667,0.033333333
MHI,Lanai,2015,40714,LAN-01327,20.880926,-157.058324,Forereef,Mid,0.2,0,0,0,0,0,0,0,0,0,0,0,0.01,0.006666667,0.006666667,0,0.176666667,0.033333333,0,0,0,0.003333333,0.683333333,0.036666667,0.043333333
MHI,Lanai,2015,40714,LAN-01338,20.868838,-157.048744,Forereef,Mid,0.215625,0.003125,0.003125,0,0,0,0,0,0,0,0,0,0.06875,0,0.00625,0,0.134375,0.078125,0,0,0,0,0.61875,0.034375,0.053125
MHI,Molokai,2015,40715,MOL-01629,21.072128,-157.02812,Forereef,Mid,0.466666667,0.033333333,0.006666667,0,0,0,0,0.31,0.063333333,0,0,0,0.026666667,0.006666667,0,0,0.02,0.006666667,0,0.003333333,0,0.013333333,0.45,0.05,0.01
MHI,Molokai,2015,40708,MOL-01546,21.186991,-157.013833,Forereef,Mid,0.022580645,0.003225806,0.003225806,0,0,0,0,0,0,0,0,0,0.003225806,0,0.003225806,0,0.009677419,0.012903226,0,0,0,0.04516129,0.887096774,0.032258065,0
MHI,Lanai,2015,40714,LAN-01330,20.83448,-156.998395,Forereef,Mid,0.141935484,0,0.003225806,0.003225806,0,0,0,0,0,0,0,0,0.058064516,0.009677419,0,0,0.067741935,0.016129032,0,0,0,0.074193548,0.735483871,0.012903226,0.019354839
MHI,Lanai,2015,40714,LAN-01368,20.82448,-156.992879,Forereef,Mid,0.13,0,0.003333333,0,0,0,0.006666667,0,0,0,0,0,0.053333333,0.003333333,0.003333333,0,0.06,0.006666667,0,0,0,0.046666667,0.783333333,0.016666667,0.016666667
MHI,Lanai,2015,40714,LAN-01418,20.787987,-156.992267,Forereef,Mid,0.306666667,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0.053333333,0.013333333,0.003333333,0.233333333,0.003333333,0,0,0,0.1,0.553333333,0.03,0.006666667
MHI,Molokai,2015,40715,MOL-01527,21.06439,-156.988106,Forereef,Mid,0.417241379,0.003448276,0.003448276,0,0,0,0,0.372413793,0.031034483,0,0,0,0.003448276,0.003448276,0,0,0,0.010344828,0,0,0,0.04137931,0.493103448,0.031034483,0.006896552
MHI,Lanai,2015,40714,LAN-01419,20.757599,-156.985726,Forereef,Mid,0.07,0,0.01,0,0,0,0.01,0,0,0,0,0,0.003333333,0,0.006666667,0,0.04,0.003333333,0,0,0,0.123333333,0.733333333,0.07,0
MHI,Molokai,2015,40715,MOL-01617,21.060423,-156.967842,Forereef,Mid,0.683333333,0.04,0.03,0.006666667,0,0,0,0.446666667,0.14,0.016666667,0,0,0.003333333,0,0,0,0,0.003333333,0,0.003333333,0,0.09,0.13,0.09,0
MHI,Lanai,2015,40714,LAN-01320,20.734544,-156.93821,Forereef,Mid,0.04,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0.066666667,0,0.023333333,0,0.056666667,0.736666667,0.043333333,0.033333333
MHI,Molokai,2015,40722,MOL-01585,21.039498,-156.90292,Forereef,Mid,0.54,0.003333333,0.046666667,0,0,0,0,0.183333333,0.283333333,0.01,0,0,0.013333333,0,0,0,0,0.023333333,0,0.026666667,0,0,0.326666667,0.063333333,0.02
MHI,Molokai,2015,40722,MOL-01586,21.033546,-156.877902,Forereef,Mid,0.533333333,0,0.026666667,0,0,0,0,0.106666667,0.166666667,0.006666667,0,0,0.003333333,0.216666667,0.003333333,0,0.003333333,0.016666667,0,0,0,0.013333333,0.306666667,0.09,0.04
MHI,Molokai,2015,40722,MOL-01531,21.037535,-156.844873,Forereef,Mid,0.245454545,0,0,0,0,0,0,0,0.003030303,0,0,0,0.003030303,0.060606061,0,0,0.178787879,0.027272727,0,0.03030303,0,0.060606061,0.493939394,0.109090909,0.033333333
MHI,Molokai,2015,40722,MOL-01536,21.046674,-156.830066,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.216666667,0.65,0.013333333,0
MHI,Molokai,2015,40722,MOL-01521,21.050536,-156.819647,Forereef,Mid,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.013333333,0.006666667,0,0.036666667,0,0.246666667,0.653333333,0.02,0.003333333
MHI,Molokai,2015,40722,MOL-01597,21.052629,-156.807571,Forereef,Mid,0.006666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0.003333333,0,0.086666667,0,0.366666667,0.533333333,0.003333333,0
MHI,Molokai,2015,40722,MOL-01548,21.062808,-156.788618,Forereef,Mid,0.183333333,0,0,0,0,0,0.003333333,0,0,0,0,0,0.006666667,0.006666667,0.003333333,0,0.163333333,0.016666667,0,0.016666667,0,0.073333333,0.656666667,0.04,0.013333333
MHI,Molokai,2015,40722,MOL-01540,21.112775,-156.734416,Forereef,Mid,0.093333333,0,0,0,0,0,0.003333333,0,0,0,0,0,0.033333333,0.003333333,0,0,0.053333333,0.043333333,0,0.003333333,0,0.006666667,0.84,0.006666667,0.006666667
MHI,Maui,2015,40724,MAI-01772,20.830312,-156.643712,Forereef,Mid,0.09,0,0.003333333,0,0,0,0,0,0,0,0,0,0.006666667,0.013333333,0,0,0.066666667,0.003333333,0,0.01,0,0.116666667,0.763333333,0.013333333,0.003333333
MHI,Maui,2015,40724,MAI-01771,20.805449,-156.62336,Forereef,Mid,0.35,0.006666667,0.003333333,0,0,0,0.003333333,0,0.016666667,0,0,0,0.013333333,0.09,0,0,0.216666667,0,0,0,0,0.046666667,0.546666667,0.056666667,0
MHI,Maui,2015,40724,MAI-01798,20.800392,-156.613831,Forereef,Mid,0.54,0.006666667,0.043333333,0.003333333,0,0,0.003333333,0.073333333,0.18,0.006666667,0.03,0,0.02,0.113333333,0.003333333,0,0.056666667,0.01,0,0.003333333,0,0.01,0.3,0.123333333,0.013333333
MHI,Maui,2015,40724,MAI-01780,20.803211,-156.607764,Forereef,Mid,0.371875,0,0.046875,0,0,0,0,0.03125,0.203125,0.028125,0.003125,0.009375,0.009375,0.009375,0,0.003125,0.028125,0,0,0,0,0,0.478125,0.1125,0.0375
MHI,Maui,2015,40724,MAI-01774,20.788441,-156.572999,Forereef,Mid,0.546666667,0.01,0.046666667,0,0,0,0,0.036666667,0.21,0.016666667,0.02,0,0.006666667,0.173333333,0.003333333,0,0.023333333,0.01,0,0,0,0,0.38,0.026666667,0.036666667
MHI,Maui,2015,40723,MAI-01645,20.938654,-156.48676,Forereef,Mid,0.703333333,0,0.01,0,0,0,0,0.003333333,0.19,0.003333333,0,0,0.02,0.056666667,0.346666667,0.013333333,0.06,0.036666667,0.003333333,0.003333333,0,0.003333333,0.233333333,0.003333333,0.013333333
MHI,Maui,2015,40723,MAI-01653,20.920984,-156.433951,Forereef,Mid,0.08,0,0.003333333,0.003333333,0,0,0,0,0.043333333,0,0,0,0.01,0,0.016666667,0,0.003333333,0.026666667,0,0.056666667,0,0.016666667,0.766666667,0.016666667,0.036666667
MHI,Maui,2015,40723,MAI-01680,20.925925,-156.413936,Forereef,Mid,0.343333333,0,0.01,0,0,0,0,0,0.066666667,0,0.006666667,0,0.033333333,0.05,0.083333333,0,0.093333333,0.09,0,0.06,0,0.02,0.39,0.04,0.056666667
MHI,Maui,2015,40723,MAI-01671,20.926945,-156.3961,Forereef,Mid,0.137931034,0,0,0,0,0,0,0,0.003448276,0,0,0,0,0.020689655,0.062068966,0,0.051724138,0.117241379,0.003448276,0.151724138,0.003448276,0,0.468965517,0.017241379,0.1
MHI,Maui,2015,40723,MAI-01759,20.930837,-156.386727,Forereef,Mid,0.343333333,0,0.003333333,0,0,0,0,0,0.016666667,0,0.003333333,0.003333333,0.013333333,0.03,0.046666667,0.003333333,0.223333333,0.07,0,0.016666667,0,0.023333333,0.47,0.026666667,0.05
MHI,Maui,2015,40723,MAI-01689,20.941795,-156.345328,Forereef,Mid,0.263333333,0,0.013333333,0,0,0,0,0,0.043333333,0,0,0,0.003333333,0.013333333,0.123333333,0,0.066666667,0.023333333,0,0.1,0,0.01,0.523333333,0.036666667,0.043333333
MHI,Maui,2015,40723,MAI-01732,20.94509,-156.295301,Forereef,Mid,0.043333333,0,0.003333333,0,0,0,0,0,0,0,0,0,0.013333333,0,0,0.003333333,0.023333333,0.086666667,0,0.033333333,0,0.003333333,0.753333333,0.046666667,0.033333333
MHI,Hawaii,2015,40709,HAW-02399,19.725837,-156.060932,Forereef,Mid,0.37,0,0,0,0,0,0,0,0.026666667,0,0,0,0.136666667,0,0.02,0,0.186666667,0.106666667,0,0,0,0.013333333,0.366666667,0.06,0.083333333
MHI,Hawaii,2015,40709,HAW-01987,19.714778,-156.051834,Forereef,Mid,0.253333333,0,0.006666667,0,0,0,0,0,0.01,0,0,0,0.036666667,0.003333333,0.013333333,0.003333333,0.18,0.026666667,0,0.01,0,0.013333333,0.656666667,0.02,0.02
MHI,Hawaii,2015,40713,HAW-01785,19.7813,-156.051124,Forereef,Mid,0.313333333,0,0.003333333,0,0,0,0,0,0.006666667,0,0,0,0.006666667,0.136666667,0,0,0.16,0.03,0,0,0,0.113333333,0.326666667,0.063333333,0.153333333
MHI,Hawaii,2015,40709,HAW-01874,19.694882,-156.048138,Forereef,Mid,0.193333333,0,0.006666667,0,0,0,0.003333333,0,0.003333333,0,0,0,0.03,0.013333333,0.006666667,0,0.13,0.05,0,0.01,0,0.01,0.636666667,0.046666667,0.053333333
MHI,Hawaii,2015,40713,HAW-01960,19.787896,-156.042952,Forereef,Mid,0.013333333,0,0,0,0,0,0.003333333,0,0,0,0,0,0,0,0.006666667,0,0.003333333,0.006666667,0.003333333,0,0,0.32,0.64,0.013333333,0.003333333
MHI,Hawaii,2015,40709,HAW-01833,19.65136,-156.03107,Forereef,Mid,0.376666667,0,0,0,0,0,0,0,0.02,0,0,0,0.08,0,0.003333333,0.003333333,0.27,0.096666667,0.003333333,0,0,0.02,0.406666667,0.05,0.046666667
MHI,Hawaii,2015,40713,HAW-01773,19.799082,-156.022947,Forereef,Mid,0.396774194,0,0.003225806,0,0,0,0,0.003225806,0,0,0.003225806,0,0,0.116129032,0.009677419,0.003225806,0.258064516,0.003225806,0,0,0,0.109677419,0.432258065,0.041935484,0.016129032
MHI,Hawaii,2015,40713,HAW-02246,19.827939,-156.00174,Forereef,Mid,0.216666667,0,0,0,0,0,0,0,0,0,0,0,0.016666667,0.053333333,0.006666667,0.003333333,0.136666667,0.083333333,0,0,0,0.056666667,0.54,0.023333333,0.08
MHI,Hawaii,2015,40713,HAW-02034,19.835369,-155.987906,Forereef,Mid,0.435483871,0,0,0,0,0,0,0,0.016129032,0,0.003225806,0,0.012903226,0.132258065,0.016129032,0.003225806,0.251612903,0.041935484,0,0.006451613,0,0.070967742,0.296774194,0.061290323,0.087096774
MHI,Hawaii,2015,40709,HAW-01978,19.612929,-155.98592,Forereef,Mid,0.524137931,0.04137931,0,0,0,0,0.003448276,0,0,0,0,0,0,0.213793103,0.013793103,0.024137931,0.227586207,0.048275862,0,0,0,0,0.2,0.068965517,0.15862069
MHI,Hawaii,2015,40713,HAW-02005,19.848332,-155.975209,Forereef,Mid,0.276666667,0,0.003333333,0,0,0,0,0,0.01,0,0,0,0.003333333,0.05,0.01,0.003333333,0.196666667,0.07,0,0.01,0,0.02,0.53,0.033333333,0.06
MHI,Hawaii,2015,40709,HAW-01779,19.575632,-155.970582,Forereef,Mid,0.216666667,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0.05,0.003333333,0.16,0.056666667,0,0.003333333,0,0.01,0.56,0.013333333,0.14
MHI,Hawaii,2015,40709,HAW-01901,19.5037,-155.952654,Forereef,Mid,0.253333333,0,0,0,0,0,0,0,0.01,0,0,0,0.026666667,0,0.02,0.01,0.186666667,0.023333333,0,0.003333333,0,0.006666667,0.653333333,0.026666667,0.033333333
MHI,Hawaii,2015,40709,HAW-01799,19.491988,-155.949943,Forereef,Mid,0.323333333,0,0.01,0,0,0,0.003333333,0,0.003333333,0,0,0,0.033333333,0,0.026666667,0.003333333,0.243333333,0.06,0,0,0,0,0.393333333,0.026666667,0.196666667
MHI,Hawaii,2015,40709,HAW-02405,19.482254,-155.941357,Forereef,Mid,0.033333333,0,0.006666667,0,0,0,0,0,0,0,0,0,0.016666667,0,0,0,0.01,0.01,0,0,0,0.03,0.86,0.02,0.046666667
MHI,Hawaii,2015,40711,HAW-02090,19.421629,-155.915334,Forereef,Mid,0.313333333,0,0.003333333,0,0,0,0.006666667,0,0,0,0,0,0.026666667,0.01,0.01,0,0.256666667,0.09,0,0.003333333,0,0.023333333,0.44,0.063333333,0.066666667
MHI,Hawaii,2015,40712,HAW-02452,19.094477,-155.911379,Forereef,Mid,0.566666667,0.006666667,0.013333333,0,0,0,0.003333333,0,0.033333333,0,0,0,0.096666667,0.12,0.006666667,0.003333333,0.283333333,0.09,0,0,0,0.01,0.213333333,0.08,0.04
MHI,Hawaii,2015,40711,HAW-02421,19.191109,-155.908541,Forereef,Mid,0.368965517,0,0.006896552,0,0,0,0,0,0,0,0,0,0,0.206896552,0.003448276,0.024137931,0.127586207,0.110344828,0,0.003448276,0,0.006896552,0.25862069,0.062068966,0.189655172
MHI,Hawaii,2015,40711,HAW-02233,19.40696,-155.907169,Forereef,Mid,0.286666667,0,0.003333333,0,0,0,0.003333333,0,0.003333333,0,0,0,0.006666667,0,0.02,0.003333333,0.246666667,0.106666667,0,0.016666667,0,0.02,0.383333333,0.05,0.136666667
MHI,Hawaii,2015,40711,HAW-01824,19.229177,-155.901983,Forereef,Mid,0.13,0,0.013333333,0,0,0,0,0,0.006666667,0,0,0,0.016666667,0,0.003333333,0,0.09,0.14,0,0.003333333,0,0,0.586666667,0.046666667,0.093333333
MHI,Hawaii,2015,40712,HAW-01887,19.076333,-155.901256,Forereef,Mid,0.44,0,0.006666667,0,0,0,0,0,0.003333333,0,0,0,0,0.106666667,0,0.003333333,0.32,0.026666667,0,0.003333333,0,0.05,0.38,0.033333333,0.066666667
MHI,Hawaii,2015,40711,HAW-02390,19.257267,-155.900001,Forereef,Mid,0.413333333,0,0.01,0,0,0,0,0,0.006666667,0,0,0,0.03,0.07,0,0.003333333,0.293333333,0.15,0,0.01,0,0.006666667,0.353333333,0.033333333,0.033333333
MHI,Hawaii,2015,40711,HAW-02386,19.372795,-155.89885,Forereef,Mid,0.17,0.006666667,0.016666667,0,0,0,0,0,0.003333333,0,0,0,0.026666667,0,0.01,0.01,0.096666667,0.026666667,0,0,0,0.09,0.656666667,0.026666667,0.03
MHI,Hawaii,2015,40711,HAW-02248,19.238813,-155.898787,Forereef,Mid,0.306666667,0,0.01,0,0,0,0,0,0.01,0,0,0,0.013333333,0.02,0.023333333,0.01,0.22,0.14,0,0,0,0,0.35,0.056666667,0.146666667
MHI,Hawaii,2015,40711,HAW-02389,19.313184,-155.889173,Forereef,Mid,0.433333333,0,0,0,0,0,0.016666667,0,0.02,0,0,0,0,0.023333333,0,0.023333333,0.35,0.1,0,0,0,0.076666667,0.27,0.046666667,0.073333333
MHI,Hawaii,2015,40711,HAW-01798,19.343836,-155.886842,Forereef,Mid,0.09,0,0.01,0,0,0,0,0,0.03,0,0,0,0.003333333,0,0.02,0,0.026666667,0.053333333,0,0,0,0.063333333,0.663333333,0.033333333,0.096666667
MHI,Hawaii,2015,40712,HAW-02458,19.054955,-155.886727,Forereef,Mid,0.119354839,0,0,0,0,0,0,0,0,0,0,0,0.067741935,0.006451613,0,0.009677419,0.035483871,0.412903226,0,0,0,0,0.241935484,0.009677419,0.216129032
MHI,Hawaii,2015,40712,HAW-02467,19.042843,-155.881927,Forereef,Mid,0.393333333,0,0.023333333,0,0,0,0,0,0.02,0,0,0,0.093333333,0.006666667,0.003333333,0,0.246666667,0.046666667,0.003333333,0.006666667,0,0.003333333,0.44,0.06,0.046666667
MHI,Hawaii,2015,40712,HAW-02290,19.027695,-155.86431,Forereef,Mid,0.203333333,0,0.006666667,0,0,0,0.003333333,0,0.006666667,0,0,0,0.113333333,0,0.016666667,0.006666667,0.05,0.133333333,0,0,0,0.01,0.53,0.05,0.073333333
MHI,Hawaii,2015,40712,HAW-02455,19.017998,-155.849028,Forereef,Mid,0.063333333,0,0,0,0,0,0,0,0,0,0,0,0.036666667,0.01,0,0,0.016666667,0.226666667,0,0.006666667,0,0,0.433333333,0.083333333,0.186666667
MHI,Hawaii,2015,40712,HAW-02465,18.998308,-155.789587,Forereef,Mid,0.33,0,0,0,0,0,0.006666667,0,0.013333333,0,0,0,0.053333333,0.1,0,0.003333333,0.153333333,0.11,0,0,0,0.01,0.396666667,0.066666667,0.086666667
