,SITEVISITID,SITE,METHOD,OBS_YEAR,REGION,REGION_NAME,ISLAND,ANALYSIS_SEC,ANALYSIS_YEAR,ANALYSIS_STRATA,SEC_NAME,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,HABITAT_CODE,DEPTH,HARD_CORAL,MA,CCA,SAND,OTHER_BENTHIC,MEAN_SH,SD_SH_DIFF,MAX_HEIGHT,VISIBILITY,nCounts,nReps,PISCIVORE,PLANKTIVORE,PRIMARY,SECONDARY,ID,Acanthuridae,Apogonidae,Aulostomidae,Balistidae,Blenniidae,Bothidae,Caracanthidae,Carangidae,Carcharhinidae,Chaetodontidae,Cheilodactylidae,Cirrhitidae,Congridae,Diodontidae,Fistulariidae,Gobiidae,Holocentridae,Kuhliidae,Kyphosidae,Labridae,Lethrinidae,Lutjanidae,Malacanthidae,Microdesmidae,Monacanthidae,Mullidae,Muraenidae,Ophichthidae,Oplegnathidae,Ostraciidae,Pinguipedidae,Pomacanthidae,Pomacentridae,Priacanthidae,Ptereleotridae,Scaridae,Scorpaenidae,Serranidae,Synodontidae,Tetraodontidae,Zanclidae,UNKNOWN,INSTTotFish,SharkJackRayTunaBarra,INSTTotFishMinusSJRTB,MEAN_Chla_MEAN,MEAN_Chla_SD,MEAN_Chla_CLIM_MAX,MEAN_Chla_ANOM_MAX,MEAN_Chla_ANOM_FREQ,MEAN_Irradiance_MEAN,MEAN_Irradiance_SD,MEAN_Irradiance_CLIM_MAX,MEAN_Irradiance_ANOM_MAX,MEAN_Irradiance_ANOM_FREQ,MEAN_SST_MEAN,MEAN_SST_SD,MEAN_SST_CLIM_MAX,MEAN_SST_ANOM_MAX,MEAN_SST_ANOM_FREQ,MEAN_Waves_MEAN,MEAN_Waves_SD,MEAN_Waves_CLIM_MAX,MEAN_Waves_ANOM_MAX,MEAN_Waves_ANOM_FREQ
293,6033,MAI-00477,nSPC,2013,MHI,Main Hawaiian Islands,Maui,MAI_NE,2013-15,ForereefDeep,MAI_NE,2013-08-09,Forereef,Deep,20.93378867,-156.23527919,ROB,22.95,1.5,12.5,1,10,75,0.36,0.278666867771101,1.1,18.5,2,1,0,0,1.02967521328672,4.91129406190665,293,0.93010405,0,0,0.474806305,0,0,0,0,0,0.068760937,0,0.151201039,0,0,0,0,0,0,0,3.556424908,0,0,0,0,0,0.660100874,0,0,0,0,0,0.013338272,0,0,0,0.057130403,0,0,0,0.029102489,0,0,5.940969275,0,5.940969275,0.0787,0.045,0.50026666667,0.0977,0.04103333333,42.90658152,9.311645042,58.1247666667,3.80361273133,0.16062801967,25.1806769067,0.91384020933,26.6353333333,0.26052777767,0.05341880333,26.1529929433,24.92300445,58.06443306,135.018514333,0.08118721467
294,6041,MAI-00472,nSPC,2013,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2013-15,ForereefShallow,MAI_LAHAINA,2013-08-10,Forereef,Shallow,20.9179773,-156.69872107,AGR,3.65,35,2.5,5,7.5,50,0.57,0.364046222141532,1.45,13,2,1,0.178309917462687,1.01703586319021,3.39506432144433,1.62186123337923,294,3.068646899,0,0,1.192079736,0,0,0,0,0,0.281988662,0,0.339779656,0,0,0,0,0,0,0,0.653449402,0,0,0,0,0.013869832,0.028995647,0,0,0,0,0,0,0.521488871,0,0,0.055670243,0,0,0,0.056302388,0,0,6.212271335,0,6.212271335,0.08283333333,0.0292,0.25473333333,0.05886666667,0.09116666667,44.8853976633,9.38102990433,59.3190333333,3.29961458333,0.166666667,25.6077516633,0.949584749,27.1773333333,0.214472222,0.044337607,2.406116068,1.88658156133,3.343346368,11.715846195,0.197260274
295,6042,MAI-00480,nSPC,2013,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2013-15,ForereefMid,MAI_LAHAINA,2013-08-10,Forereef,Mid,20.87630533,-156.68546861,MIX,7.15,22.5,3.5,2.5,27.5,44,0.3275,0.251830595192886,0.85,20,2,1,0.319591903134214,1.33347915992793,1.37723552805892,1.82075513333137,295,0.485622467,0,0,1.5705846,0,0,0,0,0,0,0,0.415445216,0,0,0,0,0,0,0,1.032933422,0,0,0,0,0,0,0,0,0,0,0,0,1.255446831,0,0,0,0,0,0,0.091029188,0,0,4.851061724,0,4.851061724,0.07686666667,0.02726666667,0.261,0.05463333333,0.09116666667,45.5519404033,9.35239458233,59.2251,2.84344537067,0.17632850233,25.67913364,0.95118754867,27.2423333333,0.22213888867,0.046474359,1.803349639,1.403973365,2.534339368,7.76191201533,0.19004566233
296,6043,MAI-00576,nSPC,2013,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2013-15,ForereefMid,MAI_LAHAINA,2013-08-10,Forereef,Mid,20.84880263,-156.66216834,APR,9.4,5,35,0.5,32.5,27,0.15,0.1,0.4,13,2,1,0,1.5690668915585,0.563129989067186,1.5754251810241,296,0.073706776,0.183162694,0,0.562690391,0,0,0,0,0,0.010565198,0,0.282981812,0,0,0,0,0,0,0,0.49069291,0,0,0,0,0,0.00722205,0,0,0,0.046463307,0,0,1.988290568,0,0,0,0,0,0,0.061846356,0,0,3.707622062,0,3.707622062,0.07473333333,0.02523333333,0.2602,0.04636666667,0.08633333333,45.4454603767,9.39238478767,59.1392,2.90511782433,0.17330917867,25.7420962633,0.96360819767,27.234,0.26883333333,0.0625,1.529204133,1.214519589,2.24133755067,6.17357145,0.17753424667
297,6044,MAI-00470,nSPC,2013,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2013-15,ForereefShallow,MAI_LAHAINA,2013-08-10,Forereef,Shallow,20.82308603,-156.63266472,PSC,4.7,1.5,12.5,2,39.5,44.5,0.185,0.138267466624259,0.65,11,2,1,0.160428182636631,0.33725569060945,0.360969709664498,1.5740619502183,297,0.342132946,0,0,1.213728916,0,0,0,0,0,0.010293431,0,0.133205613,0,0,0,0,0,0,0,0.205647891,0,0.011186099,0,0,0,0,0.160428183,0,0,0,0,0,0.337255691,0,0,0,0,0,0,0.018836764,0,0,2.432715533,0,2.432715533,0.07116666667,0.02446666667,0.32,0.04493333333,0.08753333333,45.25894948,9.36399335133,59.1238333333,3.226397454,0.17632850233,25.80292985,0.96224442967,27.3883333333,0.204,0.04540598267,1.401675154,1.11682431933,2.08800164733,5.93534016567,0.18027397267
298,6045,MAI-00474,nSPC,2013,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2013-15,ForereefShallow,MAI_LAHAINA,2013-08-10,Forereef,Shallow,20.83160623,-156.64108467,PPR,5.2,4,15,1,24,56,0.3675,0.316834414057248,1.2,13,2,1,0,2.26957299270492,0.421697202650838,1.65239680707398,298,0.300505677,0.022108086,0,0.969748395,0,0,0,0,0,0.01557603,0,0.1944195,0,0,0,0,0,0,0,0.331768838,0,0,0,0,0.085207703,0.10855994,0,0,0,0,0,0.007505204,2.308267629,0,0,0,0,0,0,0,0,0,4.343667002,0,4.343667002,0.07116666667,0.02446666667,0.32,0.04493333333,0.08753333333,45.25894948,9.36399335133,59.1238333333,3.226397454,0.17632850233,25.80292985,0.96224442967,27.3883333333,0.204,0.04540598267,1.47910282633,1.17075384533,2.19123796667,6.06965059067,0.17917808233
299,6046,MAI-00478,nSPC,2013,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2013-15,ForereefMid,MAI_LAHAINA,2013-08-10,Forereef,Mid,20.85259795,-156.66440925,SCR,6.9,3.5,10,1.5,37.5,47.5,0.19375,0.116626587736527,0.4,11.5,2,1,0,0.269206055446567,1.1079734491206,0.614170754925062,299,0.113493689,0,0,1.230903494,0,0,0,0,0,0,0,0.130919732,0,0,0,0,0,0,0,0.114378054,0,0,0,0,0,0,0,0,0,0,0,0,0.375667014,0,0,0,0,0,0,0.025988276,0,0,1.991350259,0,1.991350259,0.07473333333,0.02523333333,0.2602,0.04636666667,0.08633333333,45.4454603767,9.39238478767,59.1392,2.90511782433,0.17330917867,25.7420962633,0.96360819767,27.234,0.26883333333,0.0625,1.70389658667,1.34538533667,2.52417348933,6.77254207033,0.174977169
300,6047,MAI-00468,nSPC,2013,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2013-15,ForereefShallow,MAI_LAHAINA,2013-08-10,Forereef,Shallow,20.92632098,-156.69716757,AGR,1.95,15,3,10,12.5,59.5,1.1125,0.745184921606365,2.75,16.5,2,1,1.85375747747251,5.30950390028301,24.3436436798784,8.24408850195015,300,20.13659618,0,1.441161816,2.993553112,0.019339325,0,0,0,0,0.310102857,0,1.896957315,0,0,0,0,0,0,0,2.34612507,0,0,0,0,0.517723501,0.843979825,0.671423203,0,0,0.165542688,0,0,5.282154127,0,0,2.652635243,0,0,0,0.110993322,0.362705976,0,39.75099356,0,39.75099356,0.0905,0.029,0.2406,0.0508,0.0815,44.8853976633,9.38102990433,59.3190333333,3.29961458333,0.166666667,25.6077516633,0.949584749,27.1773333333,0.214472222,0.044337607,2.35413244567,2.148726211,3.79467716933,13.61353777,0.13698630167
301,6048,MAI-00464,nSPC,2013,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2013-15,ForereefMid,MAI_LAHAINA,2013-08-10,Forereef,Mid,20.86185752,-156.67585448,AGR,7.95,42.5,0.5,0.5,11,45.5,0.4075,0.298901681662984,1.2,20,2,1,0.36136947706839,0.568354165896121,7.13065066107677,2.80065348124034,301,1.851134272,0,0,4.025442235,0,0,0,0,0,0.566894291,0,0.18885792,0,0,0,0,0,0,0,1.100994532,0,0,0,0,0,0,0.276867361,0,0,0,0,0,2.344156079,0,0,0.093713825,0,0.361369477,0,0.051597793,0,0,10.86102779,0,10.86102779,0.07473333333,0.02523333333,0.2602,0.04636666667,0.08633333333,45.4454603767,9.39238478767,59.1392,2.90511782433,0.17330917867,25.7420962633,0.96360819767,27.234,0.26883333333,0.0625,2.144440712,1.66680404633,3.24217288033,8.23267440133,0.170502283
302,6049,MAI-00482,nSPC,2013,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2013-15,ForereefShallow,MAI_LAHAINA,2013-08-10,Forereef,Shallow,20.84659894,-156.65782979,MIX,2.85,4.5,50,2,7.5,36,0.31875,0.1921703895004,0.85,9.5,2,1,0,0,0.250118353345437,0.877062416890033,302,0.23128159,0,0,0.434379593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442682824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018836764,0,0,1.12718077,0,1.12718077,0.07473333333,0.02523333333,0.2602,0.04636666667,0.08633333333,45.4454603767,9.39238478767,59.1392,2.90511782433,0.17330917867,25.7420962633,0.96360819767,27.234,0.26883333333,0.0625,1.56726183133,1.23984248867,2.297684916,6.282515019,0.17744292233
303,6050,MAI-00481,nSPC,2013,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2013-15,ForereefMid,MAI_LAHAINA,2013-08-10,Forereef,Mid,20.83434929,-156.65093693,AGR,8.35,7.5,22.5,0.5,22.5,47,0.2425,0.179949527055802,0.8,17.5,2,1,1.33069377563913,0.20089343302104,3.74174228731466,4.69432340643878,303,2.939007045,0,0,3.072874367,0,0,0,0,0,0,0,0.641991387,1.189248415,0,0,0,0,0,0,1.393356581,0,0,0,0,0,0,0,0,0,0,0,0,0.55818215,0,0,0.114026782,0,0,0,0.058966176,0,0,9.967652902,0,9.967652902,0.07116666667,0.02446666667,0.32,0.04493333333,0.08753333333,45.25894948,9.36399335133,59.1238333333,3.226397454,0.17632850233,25.80292985,0.96224442967,27.3883333333,0.204,0.04540598267,1.56889432933,1.23183384,2.30762087367,6.25721350133,0.177808219
304,6051,MAI-00583,nSPC,2013,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2013-15,ForereefShallow,MAI_LAHAINA,2013-08-10,Forereef,Shallow,20.85585273,-156.66659357,AGR,3.3,22.5,5.5,3.5,7.5,61,0.49,0.391529294242941,1.5,16,2,1,0,8.17505719349193,3.53664491037094,2.39909676457968,304,7.281877662,0,0,3.360853305,0.01837832,0,0,0,0,0.010293431,0,0.178549143,0,0,0,0,0,0,0,0.775197052,0,0,0,0,0.129219802,0.037237187,0,0,0,0,0,0,1.53496488,0,0,0.642204402,0,0,0,0.142023685,0,0,14.11079887,0,14.11079887,0.07473333333,0.02523333333,0.2602,0.04636666667,0.08633333333,45.4454603767,9.39238478767,59.1392,2.90511782433,0.17330917867,25.7420962633,0.96360819767,27.234,0.26883333333,0.0625,1.833262342,1.442483784,2.745275614,7.173982361,0.17251141533
305,6052,MAI-00565,nSPC,2013,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2013-15,ForereefMid,MAI_LAHAINA,2013-08-10,Forereef,Mid,20.85979993,-156.67409512,AGR,8.35,27.5,6,1.5,7.5,57.5,0.425,0.329238110054427,1.1,19,2,1,0.141445360875306,0.0904099106504334,8.25013418126861,3.4143427798828,305,1.079958644,0,0,0.340535556,0,0,0,0,0,0.554752782,0,0.696348282,0,0,0,0,0,0,0,1.670196257,0,0,0,0,0.027739664,0,0,0,0,0,0,0,1.845476491,0,0,5.615131102,0,0,0,0.066193454,0,0,11.89633223,0,11.89633223,0.07473333333,0.02523333333,0.2602,0.04636666667,0.08633333333,45.4454603767,9.39238478767,59.1392,2.90511782433,0.17330917867,25.7420962633,0.96360819767,27.234,0.26883333333,0.0625,2.144440712,1.66680404633,3.24217288033,8.23267440133,0.170502283
306,6054,MOL-00482,nSPC,2013,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2013-15,ForereefShallow,MOL_SOUTH,2013-08-11,Forereef,Shallow,21.04762774,-156.92659702,AGR,4.75,40,5.5,8,3,43.5,0.455,0.308857705285386,1,11,2,1,0.0477889242457264,0,15.9225241000874,2.32827083991809,306,8.889288283,0,0,0,0,0,0,0,0,1.595343401,0,0,0,0,0,0,0,0,0,0.63193585,0,0,0,0,0.062465125,0.066867271,0,0,0,0,0,0,0.019448118,0,0,6.925684645,0,0,0,0.107551173,0,0,18.29858386,0,18.29858386,0.11443333333,0.04396666667,0.54216666667,0.09223333333,0.0749,45.29074384,9.40297809867,57.5640333333,1.36270902767,0.13526570033,25.6217721733,0.91155875667,27.099,0.23991666633,0.05502136767,0.816864065,1.713182615,2.30645846,8.31785882067,0.05543379
307,6055,MOL-00471,nSPC,2013,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2013-15,ForereefMid,MOL_SOUTH,2013-08-11,Forereef,Mid,21.06391378,-156.98066918,AGR,9.2,30,3,0,7.5,59.5,0.245,0.157932641598648,0.45,9.5,2,1,0,0.0135277316912514,1.39679871073742,2.15272026360802,307,0.84697981,0,0,1.060259066,0,0,0,0,0,0.02071121,0,0.177825843,0,0,0,0,0,0,0,0.741527336,0,0,0,0,0.084307328,0,0,0,0,0,0,0,0.081617211,0,0,0.493308609,0,0,0,0.056510291,0,0,3.563046706,0,3.563046706,0.11386666667,0.04283333333,0.47106666667,0.09186666667,0.1063,45.2599908567,9.35058980667,57.6294,1.406726852,0.13224637667,25.618851,0.925877698,27.211,0.202,0.04861111133,1.08256269767,1.86349000567,1.83470172833,15.9082410763,0.07123287667
308,6056,MOL-00493,nSPC,2013,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2013-15,ForereefShallow,MOL_SOUTH,2013-08-11,Forereef,Shallow,21.07069365,-156.99770322,RRB,1.3,5,15,7.5,12.5,60,0.16875,0.111408783923475,0.5,9,2,1,0,0,0.283260074162403,0.551802473533628,308,0.214278306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487881021,0,0,0,0,0,0,0,0,0,0,0,0,0.132903222,0,0,0,0,0,0,0,0,0,0.835062548,0,0.835062548,0.11386666667,0.04283333333,0.47106666667,0.09186666667,0.1063,45.2599908567,9.35058980667,57.6294,1.406726852,0.13224637667,25.618851,0.925877698,27.211,0.202,0.04861111133,3.188726659,5.43715133933,6.14840746967,16.1861134613,0.15333333333
309,6057,MOL-00451,nSPC,2013,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2013-15,ForereefDeep,MOL_SOUTH,2013-08-11,Forereef,Deep,21.06972235,-157.01452159,AGR,20.5,32.5,6,1,16.5,44,0.285,0.195959179422654,0.7,15,2,1,4.44630649772441,3.96486760884977,9.21802477234801,7.44923460353872,309,8.731979101,0,0,5.483315335,0,0,0,0,0,0.472865319,0,0,0,0,0,0,0,0,0,4.380026703,0,0,0,0,0.209237578,0.465196776,0,0,0,0,0,0.198363512,0.084054189,0,0,0.715736442,0,3.442070044,0,0.017325518,0.878262967,0,25.07843348,0,25.07843348,0.10763333333,0.03916666667,0.45353333333,0.08733333333,0.1256,45.2992834633,9.32914398033,57.6599,1.421797454,0.13586956533,25.5847173567,0.93399411367,27.2756666667,0.14666666667,0.03579059833,1.27503123,1.07089914367,1.71191895733,7.92581030667,0.18748858433
310,6058,MOL-00448,nSPC,2013,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2013-15,ForereefMid,MOL_SOUTH,2013-08-11,Forereef,Mid,21.08717347,-157.10669571,AGR,12.6,77.5,4.5,2.5,0,15.5,0.30875,0.173080360270231,0.5,11.5,2,1,3.06565710613245,0.0582900796808077,3.30549649642021,1.5152353475831,310,1.014153857,0,0,0,0,0,0,0,0,0.256824263,0,0.22684767,0,0,0,0,0,0,0,0.96817491,0,0,0,0,0,0,0,0,0,0,0,0,0.356465568,0,0,2.272505876,0,2.830870121,0,0.018836764,0,0,7.94467903,0,7.94467903,0.08403333333,0.029,0.33893333333,0.06453333333,0.1383,45.1361507133,9.127864085,57.539,2.08066898167,0.172705314,25.6267393733,0.95318265133,27.2663333333,0.16919444433,0.04540598267,3.01337576267,1.928629177,4.032973201,7.17930731667,0.31114155267
311,6059,MOL-00456,nSPC,2013,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2013-15,ForereefShallow,MOL_SOUTH,2013-08-11,Forereef,Shallow,21.08684021,-157.07989817,MIX,2.25,5,3.5,12.5,1,78,0.6275,0.404371333804509,1.4,8,2,1,0,0,27.982979795425,2.10378032552466,311,18.3729066,0,0,0.518449438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3876035,0,0,0,0,0,0,0,0,0,0.088273906,0,0,0.248784737,0,0,9.433068415,0,0,0,0.037673527,0,0,30.08676012,0,30.08676012,0.09053333333,0.03346666667,0.4163,0.0797,0.1443,45.2014483767,9.12368283567,57.4129333333,1.878584954,0.17149758467,25.5606441367,0.94348357533,27.3216666667,0.108361111,0.02831196567,2.46784811133,2.60419075067,3.565186883,19.3172407763,0.28027397233
312,6063,MOL-00465,nSPC,2013,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2013-15,ForereefDeep,MOL_SOUTH,2013-08-11,Forereef,Deep,21.046809,-156.93978653,AGR,19.3,55,5,20,2.5,17.5,0.5975,0.19059957886609,1.05,20,2,1,1.34069579130393,2.4242695017009,18.2240375368413,1.1981802229892,312,13.99993526,0,0,0,0,0,0,0,0,0.493218353,0,0,0,0,0,0,0,0,0,0.410327075,0.284077392,0,0,0,0,0,0,0,0,0,0,0.243686225,2.463165737,0,0,3.980416054,0,1.312356959,0,0,0,0,23.18718305,0,23.18718305,0.11443333333,0.04396666667,0.54216666667,0.09223333333,0.0749,45.29074384,9.40297809867,57.5640333333,1.36270902767,0.13526570033,25.6217721733,0.91155875667,27.099,0.23991666633,0.05502136767,0.73288790067,0.96885377433,1.69070785833,7.75105456033,0.04347031967
313,6064,MOL-00467,nSPC,2013,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2013-15,ForereefMid,MOL_SOUTH,2013-08-11,Forereef,Mid,21.05540933,-156.9599352,AGR,11.05,60,2.5,7.5,20,10,0.42125,0.270889412417707,1.15,13.5,2,1,5.70464514389691,0.8276958957059,122.290678781425,1.92922019985892,313,119.2144519,0,0,0.134270749,0,0,0,0,0,0.344411346,0,0.124598136,0,0,0,0,0.656207141,0,0,0.825023903,0,0,0,0,0,0.204600587,0.276867361,0,0,0,0,0,0.190936872,0,0,3.064966448,0,5.704645144,0,0.011260478,0,0,130.75224,0,130.75224,0.11386666667,0.04283333333,0.47106666667,0.09186666667,0.1063,45.2599908567,9.35058980667,57.6294,1.406726852,0.13224637667,25.60718331,0.919611665,27.1726666667,0.19844444433,0.047542735,0.877143913,1.01495925567,1.765550153,8.070796567,0.05013698633
314,6065,MOL-00490,nSPC,2013,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2013-15,ForereefShallow,MOL_SOUTH,2013-08-11,Forereef,Shallow,21.05930465,-156.96111529,AGR,4.85,47.5,5,0.5,20,27,0.3175,0.262572600811547,1.1,8,2,1,9.36576563843677,0,12.2167404827658,4.37201026341153,314,11.33944366,0,0,0.188549386,0,0,0,0,0,1.662950529,0,0,0,0,0,0.008201497,0,0,0,2.774442339,0,0,0,0,0,0.168410588,0,0,0,0,0,0,0.012029151,0,0,0.764276239,0,8.923192411,0,0.113020582,0,0,25.95451638,0,25.95451638,0.11386666667,0.04283333333,0.47106666667,0.09186666667,0.1063,45.2599908567,9.35058980667,57.6294,1.406726852,0.13224637667,25.60718331,0.919611665,27.1726666667,0.19844444433,0.047542735,0.877143913,1.01495925567,1.765550153,8.070796567,0.05013698633
315,6066,MOL-00445,nSPC,2013,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2013-15,ForereefDeep,MOL_SOUTH,2013-08-11,Forereef,Deep,21.08371032,-157.12050129,AGR,20.9,81.5,1,3,2.5,12,0.42875,0.159622933275843,0.6,15,2,1,7.53646777226971,9.98229681211593,8.37715976062453,2.42744482113615,315,16.66487852,0,0,0.105607581,0,0,0,0,0,0.908212008,0,0.223130311,0,0,0,0,0,0,0,2.040269857,0,0,0,0,0,0.1961528,0,0,0,0,0,0,0.247673939,0,0,1.628348759,0,6.30909539,0,0,0,0,28.32336917,0,28.32336917,0.08403333333,0.029,0.33893333333,0.06453333333,0.1383,45.1361507133,9.127864085,57.539,2.08066898167,0.172705314,25.5883676367,0.95814582967,27.295,0.145472222,0.03846153833,4.19464861333,7.82266676867,8.09268129067,56.6967846467,0.129497717
316,6067,MOL-00489,nSPC,2013,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2013-15,ForereefShallow,MOL_SOUTH,2013-08-11,Forereef,Shallow,21.08929988,-157.12200777,AGR,1.7,13.5,20,5,15,46.5,0.9875,0.553270025451607,2,8,2,1,2.10754448918442,0,24.8330389595851,3.73980636212842,316,17.03093368,0,0,0,0,0,0,0,0,0.108700802,0,0,0,0,0,0,0,0,0,2.70281263,0,0.672401186,0,0,0,0.168410588,0,0,0,0,0,0,0.614533694,0,0,7.131850635,0,2.107544489,0,0.143202108,0,0,30.68038981,0,30.68038981,0.08403333333,0.029,0.33893333333,0.06453333333,0.1383,45.1361507133,9.127864085,57.539,2.08066898167,0.172705314,25.5883676367,0.95814582967,27.295,0.145472222,0.03846153833,3.94525358867,3.072333396,5.31535450133,7.937936075,0.282191781
317,6068,MOL-00461,nSPC,2013,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2013-15,ForereefMid,MOL_SOUTH,2013-08-11,Forereef,Mid,21.08336952,-157.13279746,AGR,10.3,65,5,7.5,3.5,19,0.4025,0.348329721486443,1.6,8,2,1,7.58001695898684,0.0290608888482516,7.77228514985196,2.19834800734915,317,3.845479773,0,0,0,0,0,0,0,0,0.428952372,0,0.384032154,0,0,0,0,0,0,0,0.750058724,0,0,0,0,0,0.403241319,0,0,0,0,0,0,0.850101999,0,0,3.376649127,0,7.535196566,0,0.005998971,0,0,17.57971101,0,17.57971101,0.08403333333,0.029,0.33893333333,0.06453333333,0.1383,45.1361507133,9.127864085,57.539,2.08066898167,0.172705314,25.5883676367,0.95814582967,27.295,0.145472222,0.03846153833,4.35642234067,5.12880346767,6.80069456067,20.8007400733,0.15589041067
318,6075,KAU-00253,nSPC,2013,MHI,Main Hawaiian Islands,Kauai,KAU_EAST,2013-15,ForereefMid,KAU_EAST,2013-08-13,Forereef,Mid,22.14425225,-159.28875178,PAV,13.75,1,39.5,5.5,12.5,41.5,0.1125,0.0544862367942584,0.25,12.5,2,1,0.178309917462687,0.0059129244457501,0.112705056277155,1.48557003285974,318,0.064765804,0,0,0.61956321,0,0,0,0,0,0.028145561,0,0.394526539,0,0,0,0,0,0,0,0.62164464,0,0,0,0,0,0,0,0,0,0,0,0,0.005912924,0,0,0,0,0,0,0.047939252,0,0,1.782497931,0,1.782497931,0.064,0.02006666667,0.1718,0.0296,0.1117,43.6599623867,9.99863262533,58.4150333333,3.59796990733,0.17632850267,25.3175919133,1.08189157033,26.7696666667,0.377277778,0.08226495733,14.12798582,10.3404790517,21.2352731033,59.9489308,0.15936073067
319,6076,KAU-00228,nSPC,2013,MHI,Main Hawaiian Islands,Kauai,KAU_EAST,2013-15,ForereefDeep,KAU_EAST,2013-08-13,Forereef,Deep,22.08073905,-159.29588143,PAV,19.55,2,35,30,15,18,0.10625,0.0272431183971292,0.25,20,2,1,0,2.26926586349531,0.192451326758836,2.85794364462979,319,0,0,0,1.454748542,0,0,0,0,0,0.028145561,0,0.751310801,0,0,0,0,0,0,0,0.502880518,0,0,0,0,0,0.011847168,0,0,0,0,0,0,2.253149454,0,0,0,0.125127464,0,0,0.192451327,0,0,5.319660835,0,5.319660835,0.06386666667,0.0214,0.1895,0.0372,0.1069,43.62036647,9.879746149,58.2405,3.65271180533,0.17814009667,25.3483558667,1.05706896633,26.7816666667,0.40180555567,0.08707264967,10.70660723,7.718367815,15.0550091833,38.2890332,0.19835616433
320,6077,KAU-00248,nSPC,2013,MHI,Main Hawaiian Islands,Kauai,KAU_EAST,2013-15,ForereefMid,KAU_EAST,2013-08-13,Forereef,Mid,22.04769499,-159.31018313,PAV,16.55,1,40,3,16,40,0.10125,0.0124373429638327,0.2,22.5,2,1,0,0,2.30541694422115,2.17423927722375,320,2.305416944,0,0,1.240049885,0,0,0,0,0,0,0,0.574681289,0,0,0,0,0,0,0,0.086619764,0,0,0.272888339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.479656221,0,4.479656221,0.06426666667,0.02343333333,0.25753333333,0.04713333333,0.10146666667,43.6321146567,9.82504542367,58.1928333333,3.52296759267,0.17995169067,25.3691496233,1.046143211,26.7866666667,0.389888889,0.08760683767,10.5836940613,7.654331767,14.6880091567,39.3625915633,0.202283105
321,6078,KAU-00298,nSPC,2013,MHI,Main Hawaiian Islands,Kauai,KAU_EAST,2013-15,ForereefShallow,KAU_EAST,2013-08-13,Forereef,Shallow,21.99459395,-159.33638547,RRB,4.7,1,32.5,5.5,20,41,0.14125,0.115070532420501,0.55,7,2,1,0,0.00197097481525003,1.94001965723705,2.59605648322595,321,1.921182894,0,0,0,0,0,0,0,0,0.081750293,0,0.044820393,0,0,0,0,0,0,0,1.415306849,0,0,0,0,0,1.054178948,0,0,0,0,0,0,0.001970975,0,0,0,0,0,0,0.018836764,0,0,4.538047115,0,4.538047115,0.0649,0.02546666667,0.31156666667,0.05576666667,0.0912,43.7027378733,9.75526443833,58.1439,3.26869375033,0.174516908,25.3955227633,1.05211126633,26.861,0.330777778,0.075854701,9.55159821533,7.03096114333,13.37976812,34.31010219,0.208219178
