,SITE,REGION,ISLAND,REEF_ZONE,OBS_YEAR,DEPTH_BIN,SITEVISITID,ANALYSIS_SEC,METHOD,REGION_NAME,HABITAT_CODE,DEPTH,HARD_CORAL,MA,CCA,SAND,OTHER_BENTHIC,MEAN_SH,SD_SH_DIFF,MAX_HEIGHT,VISIBILITY,nCounts,nReps,PISCIVORE,PLANKTIVORE,PRIMARY,SECONDARY,ID,Acanthuridae,Apogonidae,Aulostomidae,Balistidae,Blenniidae,Bothidae,Caracanthidae,Carangidae,Carcharhinidae,Chaetodontidae,Cheilodactylidae,Cirrhitidae,Congridae,Diodontidae,Fistulariidae,Gobiidae,Holocentridae,Kuhliidae,Kyphosidae,Labridae,Lethrinidae,Lutjanidae,Malacanthidae,Microdesmidae,Monacanthidae,Mullidae,Muraenidae,Ophichthidae,Oplegnathidae,Ostraciidae,Pinguipedidae,Pomacanthidae,Pomacentridae,Priacanthidae,Ptereleotridae,Scaridae,Scorpaenidae,Serranidae,Synodontidae,Tetraodontidae,Zanclidae,UNKNOWN,INSTTotFish,SharkJackRayTunaBarra,INSTTotFishMinusSJRTB,MEAN_Chla_MEAN,MEAN_Chla_SD,MEAN_Chla_CLIM_MAX,MEAN_Chla_ANOM_MAX,MEAN_Chla_ANOM_FREQ,MEAN_Irradiance_MEAN,MEAN_Irradiance_SD,MEAN_Irradiance_CLIM_MAX,MEAN_Irradiance_ANOM_MAX,MEAN_Irradiance_ANOM_FREQ,MEAN_SST_MEAN,MEAN_SST_SD,MEAN_SST_CLIM_MAX,MEAN_SST_ANOM_MAX,MEAN_SST_ANOM_FREQ,MEAN_Waves_MEAN,MEAN_Waves_SD,MEAN_Waves_CLIM_MAX,MEAN_Waves_ANOM_MAX,MEAN_Waves_ANOM_FREQ,DATE_,LATITUDE,LONGITUDE,EXCLUDE_FLAG,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_SCHEME,ANALYSIS_YEAR,ANALYSIS_STRATA,MPA_Name,MPA_Estab_Yr,Protection,TUT2012,OTHER_AREA_GROUPING,Total.Coral,CORAL_Branching.hard.coral,CORAL_Encrusting.hard.coral,CORAL_Massive.hard.coral,I_Sessile.Invertebrate,MA_Macroalga,SC_Soft.Coral,SED_Sediment,TURF_Turf.Alga,UC_UnIdentified,CCA_Coralline.Alga
136,HAW-02386,MHI,Hawaii,Forereef,2015,Mid,7537,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,10.7,17.5,0,5,25,52.5,0.555,0.566382255493636,2,25,2,1,2.62013322167724,2.14133389388554,33.755180059456,4.1405627038085,562,32.95274816,0,0,2.826098061,0,0,0,0,0,0.705395214,0,0.5834566,0,0,0,0,1.134006354,0,0,0.440779936,0,0.802140913,0,0,0,0.066867271,0,0,0,0,0,0.034676073,0.423483717,0,0,0,0,1.817992308,0,0.07753795,0.792027321,0,42.65720988,0,42.65720988,0.0498,0.01433333333,0.10176666667,0.01243333333,0.0495,36.2939436033,8.35553349333,56.2205333333,11.0597393953,0.22805958167,26.1202759833,0.85984516767,27.509,0.13375,0.04487179467,4.55840669467,5.375398241,13.8985656467,44.67631527,0.054379411,6/18/15,19.372795,-155.89885,0,HAW_KONA,11265,332658,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.17,0.006666667,0.016666667,0,0,0,0,0.09,0.656666667,0.026666667,0.03
137,HAW-02389,MHI,Hawaii,Forereef,2015,Mid,7527,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,14.6,37.5,0,6,16.5,40,0.4275,0.398416353057182,2,22,2,1,1.72020457148117,1.44752529535007,5.35641786917396,2.85451052211742,553,3.993486603,0.084751178,0,2.172498775,0,0,0,0,0,1.112850558,0,0.41212919,0,0,0,0,0,0,0,0.368569042,0,0,0,0,0,0.195081661,1.283425461,0,0,0,0,0.805833086,0.427554402,0,0,0,0,0.258469193,0,0,0.264009107,0,11.37865826,0,11.37865826,0.05056666667,0.01476666667,0.1039,0.01466666667,0.0634,33.9342081833,9.85428676433,57.2074666667,13.908361848,0.248993559,26.10398003,0.86738223467,27.5203333333,0.12302777767,0.04273504267,5.063389427,7.80894677267,18.6427444233,60.5931460833,0.054711499,6/18/15,19.313184,-155.889173,0,HAW_KONA,6127,324610,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.433333333,0,0,0.016666667,0,0,0,0.076666667,0.27,0.046666667,0.073333333
138,HAW-02390,MHI,Hawaii,Forereef,2015,Mid,7545,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,15.3,47.5,0.5,2.5,5,44.5,0.785,0.467946213588625,2,30,2,1,1.13382027007904,5.00669488783667,14.1375645341666,3.27561145490976,568,12.41041178,0.190559087,0,2.079535936,0.050369657,0,0,0,0,0.592356176,0,0.585089023,0,0,0,0,4.609733897,0,0,0.54618686,0.284077392,0,0,0,0.016211875,0.204600587,0.742723068,0,0,0,0,0.340718032,0.815018801,0,0,0,0,0,0,0.005998971,0.080100007,0,23.55369115,0,23.55369115,0.05343333333,0.01436666667,0.10826666667,0.01903333333,0.06643333333,34.09987725,9.81653037,57.8857333333,13.9279451813,0.24537037033,26.0878448533,0.87764701167,27.6273333333,0.09569444433,0.02938034167,5.40780813133,8.34403978667,19.85813739,63.9478126533,0.054960565,6/18/15,19.257267,-155.900001,0,HAW_KONA,3185,319511,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.413333333,0,0.01,0,0,0.01,0,0.006666667,0.353333333,0.033333333,0.033333333
139,HAW-02399,MHI,Hawaii,Forereef,2015,Mid,7501,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,10.05,33.5,0,10,1.5,55,0.43125,0.285784879964349,1.25,25,2,1,0.301873543511937,4.65990458510489,12.7292878690465,5.46523348524122,529,9.096747188,0,0,4.073434498,0,0,0,0,0,4.062487056,0,0.440075545,0,0,0,0,0.338371726,0,0,0.636831549,0,0,0,0,0.045796896,0,0.160428183,0,0,0,0,0,1.90825147,0,0,1.727648312,0,0,0,0,0.666227062,0,23.15629948,0,23.15629948,0.05563333333,0.01573333333,0.11853333333,0.0169,0.05613333333,42.2037663167,8.02334548267,58.3870333333,4.82105879633,0.129227053,25.9978085,0.90164143967,28.037,0.02408333333,0.00747863233,5.14103537567,4.95889306467,13.5163235133,41.62844886,0.056205895,6/16/15,19.725837,-156.060932,0,HAW_KONA,33932,339841,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.37,0,0,0,0,0,0,0.013333333,0.366666667,0.06,0.083333333
140,HAW-02405,MHI,Hawaii,Forereef,2015,Mid,7493,HAW_KONA,nSPC,Main Hawaiian Islands,RRB,14.2,3,0,0.5,22.5,74,0.1725,0.133254129026734,0.55,20,2,1,0.557696434308998,0.12609424910718,26.7560380189178,3.84960484965887,521,20.70463854,0,0,1.609272737,0,0,0,0,0,1.008970307,0,0.589041767,0,0,0,0,0,0,0,0.677282292,0,0,0,0,0.054212055,0.601043568,0,0,0,0,0,0.031744722,0.126094249,0,0,5.309751772,0.557696434,0,0,0.019685104,0,0,31.28943355,0,31.28943355,0.05226666667,0.01293333333,0.08646666667,0.0045,0.0151,38.43700376,6.95383795,56.6187333333,7.27431041667,0.18961352667,26.1482401433,0.851083133,27.569,0.11727777767,0.04059829033,4.042354438,3.91605663333,10.3497909423,32.66775611,0.065587381,6/16/15,19.482254,-155.941357,0,HAW_KONA,30686,333469,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.033333333,0,0.006666667,0,0,0,0,0.03,0.86,0.02,0.046666667
141,HAW-02408,MHI,Hawaii,Forereef,2015,Deep,7540,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,11.3,62.5,0,17.5,0,20,1.054,0.943314637187046,3.9,40,2,1,8.98397822765131,4.30010206159127,14.1106816156057,6.15438138939783,565,12.13245957,0,0,1.403019627,0.03349035,0,0,0,0,1.420611933,0,0.396196268,0,0,0,0,3.167264558,0,0,0.86196208,0.725099171,0,0,0,0,0,8.983978228,0,0,0,0,0.269435241,1.242983866,0,0,2.906643433,0,0,0,0.005998971,0,0,33.54914329,0,33.54914329,0.0562,0.01406666667,0.10723333333,0.0125,0.0453,35.2112509633,8.52776978367,56.7985,10.351556249,0.190016103,26.0456641067,0.87832664567,27.625,0.08747222233,0.02403846133,5.50982674467,8.91230896333,20.96392278,67.0909320967,0.055126609,6/18/15,19.194486,-155.90719,0,HAW_KONA,5660,303164,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.46,0,0,0,0,0.003333333,0,0,0.243333333,0.04,0.07
142,HAW-02413,MHI,Hawaii,Forereef,2015,Deep,7529,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,20.2,25,0,11.5,5,58.5,0.50875,0.504343254387749,2,26,2,1,0.742723067762178,1.87670453758092,3.98638526184758,2.32234475631435,555,3.237904993,0,0,1.019518289,0,0,0,0,0,0.976872337,0,0.166015992,0,0,0,0,0,0,0,0.72860109,0,0,0,0,0.013869832,0.000780023,0.742723068,0,0,0,0,0.221809082,1.789965676,0,0,0,0,0,0,0.030097241,0,0,8.928157624,0,8.928157624,0.05503333333,0.01376666667,0.10326666667,0.0144,0.04893333333,35.2112509633,8.52776978367,56.7985,10.351556249,0.190016103,26.0689815667,0.88403468667,27.6853333333,0.08269444433,0.02403846133,5.46097575667,8.65931346267,20.4779462533,65.70930718,0.055043587,6/18/15,19.221516,-155.903135,0,HAW_KONA,4759,309303,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.193333333,0,0.01,0,0,0.013333333,0,0.016666667,0.56,0.04,0.063333333
143,HAW-02416,MHI,Hawaii,Forereef,2015,Deep,7494,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,28.1,22.5,0.5,2.5,30,44.5,0.3545,0.292433818362803,1.5,27.5,2,1,0.161287619329327,0.0323291631124343,2.45185525388886,1.44222813105599,522,2.192034777,0,0,0.25032908,0,0,0,0,0,0.321245338,0,0.1029045,0,0,0,0,0,0,0,0.604039854,0,0,0,0,0,0.204600587,0,0,0,0.120396391,0,0.259820477,0.032329163,0,0,0,0,0,0,0,0,0,4.087700167,0,4.087700167,0.07023333333,0.02326666667,0.1768,0.02713333333,0.06823333333,42.4402619733,8.24368701933,58.7248333333,4.23495902767,0.122584541,25.9841070167,0.918062328,27.8296666667,0.09166666667,0.02724358967,4.01040426667,5.394331924,13.35897995,42.93533149,0.049066002,6/16/15,19.759449,-156.05256,0,HAW_KONA,30949,339947,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.167857143,0.003571429,0.010714286,0.003571429,0,0,0,0.196428571,0.578571429,0.014285714,0.010714286
144,HAW-02421,MHI,Hawaii,Forereef,2015,Mid,7541,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,20.65,35,0,17.5,20,27.5,0.36,0.328835752085073,1.5,19,2,1,4.3237190094785,2.52802241124566,5.61282035679048,2.65512708061604,566,2.773428331,0,0,4.83738826,0,0,0,0,0,0.650819586,0,0.338573261,0,0,0,0,0,0,0,1.395510053,0.23900891,0,0,0,0,0.192317282,3.042193686,0,0,0,0,0.200471281,0.680655874,0,0,0,0,0.563657793,0,0,0.205664542,0,15.11968886,0,15.11968886,0.0562,0.01406666667,0.10723333333,0.0125,0.0453,36.3272698467,7.075688912,55.6758333333,7.729158102,0.16485507233,26.0456641067,0.87832664567,27.625,0.08747222233,0.02403846133,5.39738871733,8.98660183033,20.9968184033,67.37637087,0.055209631,6/18/15,19.191109,-155.908541,0,HAW_KONA,5688,302048,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.368965517,0,0.006896552,0,0,0.003448276,0,0.006896552,0.25862069,0.062068966,0.189655172
145,HAW-02439,MHI,Hawaii,Forereef,2015,Shallow,7496,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,3.35,22.5,1,6.5,2.5,67.5,0.6215,0.385277495789142,1.45,17,2,1,0.497462841863773,9.45770990215114,26.4203653636473,2.76040097293146,524,18.1930258,0,0,9.409092523,0,0,0,0,0,1.269308163,0,0.426738288,0,0,0,0,0,0,0,0.836841516,0,0,0,0,0,0,0,0,0,0,0,0,1.030626682,0,0,7.09848873,0,0.177707564,0,0.166091597,0.528018214,0,39.13593908,0,39.13593908,0.05196666667,0.0142,0.10093333333,0.0129,0.05976666667,38.3956410567,7.55814686,57.9234666667,9.06774328733,0.214774557,26.0431725567,0.86298137367,27.5726666667,0.10933333333,0.04220085467,3.76808449,4.00580683467,10.5887712787,35.2113122933,0.054130345,6/16/15,19.674787,-156.03246,0,HAW_KONA,37510,339172,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,Kaloko-Honokohau National Historical Park,1978,Restricted,NA,,0.17,0,0.006666667,0,0,0.003333333,0,0.003333333,0.663333333,0.03,0.1
146,HAW-02449,MHI,Hawaii,Forereef,2015,Shallow,7533,HAW_KONA,nSPC,Main Hawaiian Islands,ROB,4.05,1.5,0,10,9,79.5,0.78125,0.290008096701651,1.25,25,2,1,0,2.02724388884843,17.5214582276291,1.47699136306985,559,17.13800234,0,0,2.167885929,0,0,0,0,0,0.140355467,0,0.040869229,0,0,0,0,0,0,0,0.431817777,0.568154783,0,0,0,0,0.066867271,0,0,0,0,0,0,0.454153829,0,0,0,0,0,0,0.017586858,0,0,21.02569348,0,21.02569348,0.05503333333,0.01376666667,0.10326666667,0.0144,0.04893333333,35.2112509633,8.52776978367,56.7985,10.351556249,0.190016103,26.0689815667,0.88403468667,27.6853333333,0.08269444433,0.02403846133,5.46097575667,8.65931346267,20.4779462533,65.70930718,0.055043587,6/18/15,19.218277,-155.901028,0,HAW_KONA,5047,308620,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.016666667,0,0.013333333,0,0,0.003333333,0,0.073333333,0.716666667,0.013333333,0.066666667
147,HAW-02452,MHI,Hawaii,Forereef,2015,Mid,7553,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,13.5,50,0,8.5,5,36.5,0.39,0.374992946334977,1.8,27.5,2,1,2.08287974392671,19.6262360849016,10.2899934966151,5.04350454460411,576,7.410041426,0,0.09229032,21.90491233,0.021838973,0,0,0,0,1.66929539,0,1.456279272,0,0,0,0,0.796368048,0,0,1.169241812,0,0,0,0,0,0.011847168,0,0,0,0,0,0.20139921,0.977906199,0,0,0,0,1.312356959,0,0.018836764,0,0,37.04261387,0,37.04261387,0.0607,0.01873333333,0.12366666667,0.0192,0.05676666667,35.71146952,7.23404908567,54.5832666667,7.650457639,0.15579710133,25.9371423433,0.8722968,27.4236666667,0.13005555567,0.03632478633,7.944054291,9.095613264,23.1648174667,69.1622751,0.056704027,6/19/15,19.094477,-155.911379,0,HAW_KONA,5372,238772,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.566666667,0.006666667,0.013333333,0.003333333,0,0,0,0.01,0.213333333,0.08,0.04
148,HAW-02454,MHI,Hawaii,Forereef,2015,Shallow,7558,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,5.4,32.5,0,20,2.5,45,0.49625,0.336126498666167,1.2,22.5,2,1,0,7.25297618346215,16.0118518173601,5.31868485695285,579,10.13423357,0,0,9.66396547,0.00135693,0,0,0,0,1.423285869,0,1.294521847,0,0,0,0,0,0,2.950125713,1.283137815,0,0,0,0,0.011311116,0,0,0,0,0,0,0,1.41024544,0,0,0,0,0,0,0,0.411329083,0,28.58351286,0,28.58351286,0.0624,0.0189,0.12156666667,0.01693333333,0.0489,34.29377996,7.25769324733,54.1861666667,8.59011226867,0.18236714967,25.9139462367,0.87213242733,27.4273333333,0.13061111133,0.03792735033,7.83570728267,8.34903282167,21.9467801467,64.6510670367,0.057119137,6/19/15,19.07713,-155.904631,0,HAW_KONA,5315,226898,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.365517241,0.010344828,0.013793103,0.017241379,0,0,0,0,0.472413793,0.037931034,0.065517241
149,HAW-02455,MHI,Hawaii,Forereef,2015,Mid,7552,HAW_KONA,nSPC,Main Hawaiian Islands,ROB,14.05,10,0,15,1,74,1.59,1.16713424030624,4.5,28.5,2,1,9.03723972250495,12.25666937778,69.9912179748391,7.23386669381689,575,68.5687073,0,1.030438743,6.481363275,0,0,0,0,0,3.339319367,0,1.315765484,0,0,0,0,5.30397798,0,0,0.357018741,0,0.928403835,0,0,0,0.362574338,0,0,0,0,0,0.074763097,1.729163325,0,0,1.363149152,1.658092859,5.149648241,0,0.028519926,0.828088103,0,98.51899377,0,98.51899377,0.06083333333,0.01726666667,0.12036666667,0.01766666667,0.07066666667,36.5193256167,7.05537994567,54.4436666667,8.631078704,0.254227053,25.7354173067,0.85008590133,27.4,0.075972222,0.014423077,7.74773097267,4.501251615,14.8644771433,36.9128844833,0.077625571,6/19/15,19.017998,-155.849028,0,HAW_KONA,4877,201004,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.063333333,0,0,0,0,0.006666667,0,0,0.433333333,0.083333333,0.186666667
150,HAW-02457,MHI,Hawaii,Forereef,2015,Deep,7546,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,25.1,6.5,0.5,10,32,51,0.4535,0.460630445471829,1.55,32.5,2,1,1.30022080792275,5.03113712967492,5.21244115066584,2.92753884177762,569,5.336497075,0,0,4.083868013,0,0,0,0,0,0.739476441,0,0.646861578,0,0,0,0,0.367630848,0,0,0.662407298,0,0.316340609,0,0,0,0.708387788,0.541445116,0,0,0,0,0.309834622,0.589549165,0,0,0,0,0,0,0.011997942,0.157041434,0,14.47133793,0,14.47133793,0.06073333333,0.01836666667,0.12416666667,0.0175,0.0453,35.70603314,7.250062373,55.0824666667,7.69710300933,0.161231884,25.9538796733,0.878839227,27.4336666667,0.135027778,0.03899572633,7.794960401,9.199362117,23.15367914,69.8036973967,0.056621005,6/19/15,19.109653,-155.916972,0,HAW_KONA,5453,240124,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.12,0,0.01,0,0,0.003333333,0,0.056666667,0.686666667,0.04,0.036666667
151,HAW-02458,MHI,Hawaii,Forereef,2015,Mid,7556,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,14.85,12.5,0.5,22.5,0,64.5,0.56625,0.396940853059805,1.4,30,2,1,2.85708667143139,9.75835841230399,9.7813791391605,4.9201713319519,578,9.218013263,0,0,9.111116497,0,0,0,0,0,0.453757203,0,1.649819397,0,0,0,0,0,0,0,3.688399016,0,0.584760726,0,0,0,0,0.380274211,0,0,0,0,0.116301975,1.781439735,0,0,0,0,0,0,0,0.333113531,0,27.31699555,0,27.31699555,0.064,0.01966666667,0.12223333333,0.01773333333,0.0453,33.61346887,7.16150736133,53.7682666667,9.38381689833,0.23128019333,25.8577747067,0.85831538267,27.434,0.1075,0.02884615367,7.531761024,7.678045071,20.6556934533,60.5175108533,0.057866335,6/19/15,19.054955,-155.886727,0,HAW_KONA,5324,219599,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.119354839,0,0,0,0,0,0,0,0.241935484,0.009677419,0.216129032
152,HAW-02465,MHI,Hawaii,Forereef,2015,Mid,7560,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,10,36.5,0,6.5,7.5,49.5,0.585,0.362077445530392,1.3,22.5,2,1,0.141445360875306,62.8110629120222,18.0458376963561,6.68716793030766,581,17.48480396,0,0,63.16430341,0.050533333,0,0,0,0,2.653201062,0,1.902601017,0,0,0,0,0.135155983,0,0,0.988835312,0,0,0,0,0.313066809,0,0,0,0,0,0,0.135427905,0.846324626,0,0,0,0,0,0,0.011260478,0,0,87.6855139,0,87.6855139,0.061,0.0161,0.11263333333,0.01526666667,0.08393333333,38.60416764,7.04721951167,55.5514333333,8.164540741,0.23007246367,25.6087290333,0.815672916,27.2333333333,0.06802777767,0.013888889,5.42997385633,2.99399958767,8.71429584167,21.8954462,0.130593607,6/19/15,18.998308,-155.789587,0,HAW_KONA,5779,190245,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.33,0,0,0.006666667,0,0,0,0.01,0.396666667,0.066666667,0.086666667
153,HAW-02466,MHI,Hawaii,Forereef,2015,Deep,7550,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,18,32.5,0,11,4,52.5,0.26525,0.217155952603649,1.05,26.5,2,1,9.0393659566647,4.89416247853489,11.3070343746495,2.30668616536462,573,10.55996015,0,0,2.931191574,0.002592734,0,0,0,0,0.302676579,0,0.764669164,0,0,0,0,0.052833161,0,0,3.306492097,0,1.504846062,0,0,0,0.104104458,1.283425461,0,0,0,0,0.103340409,3.041114788,0,0,0,0,3.532379922,0,0.057622415,0,0,27.54724898,0,27.54724898,0.06073333333,0.01836666667,0.12416666667,0.0175,0.0453,35.70603314,7.250062373,55.0824666667,7.69710300933,0.161231884,25.9809918067,0.879574373,27.5263333333,0.106888889,0.03258547,7.496567977,9.138992948,22.80109035,69.4370277867,0.056953093,6/19/15,19.124999,-155.918973,0,HAW_KONA,5568,242480,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.33,0,0,0,0,0.016666667,0,0.006666667,0.426666667,0.076666667,0.063333333
154,HAW-02467,MHI,Hawaii,Forereef,2015,Mid,7547,HAW_KONA,nSPC,Main Hawaiian Islands,AGR,10.65,30,0,3.5,2.5,64,0.9675,0.561137197770613,2.55,27,2,1,2.05004840652093,9.90170253784778,10.4378579760241,4.67966191071913,570,9.408255083,0,0,9.828300712,0,0,0,0,0,0.970240024,0,2.25669763,0,0,0,0,0,0,0,0.388908229,0,1.45056786,0,0,0,0.373611704,0,0,0,0.011129197,0,0.040075214,0.862617363,0,0,0.964691945,0,0.489340134,0,0.024835735,0,0,27.06927083,0,27.06927083,0.064,0.01966666667,0.12223333333,0.01773333333,0.0453,33.61346887,7.16150736133,53.7682666667,9.38381689833,0.23128019333,25.8577747067,0.85831538267,27.434,0.1075,0.02884615367,8.415410065,8.11926345667,22.3488238433,64.0109108867,0.058032379,6/19/15,19.042843,-155.881927,0,HAW_KONA,5288,212817,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.393333333,0,0.023333333,0,0.003333333,0.006666667,0,0.003333333,0.44,0.06,0.046666667
155,HAW-02468,MHI,Hawaii,Forereef,2015,Deep,7561,HAW_KONA,nSPC,Main Hawaiian Islands,RRB,22,6,0,5,25,64,0.25875,0.195115838039125,0.7,35,2,1,2.64376946311877,1.65119719832975,2.88558831346946,3.40548624844652,582,0.641902746,0,0,0.637712533,0,0,0,0,0,0.242810821,0,0.39546235,0,0,0,0,0,0,0,0.741822605,0,2.532049578,0,0,0,1.099819485,0.541445116,0,0,0,0,0.153580142,1.651197198,0,0,1.696723003,0.245516677,0,0,0.005998971,0,0,10.58604122,0,10.58604122,0.061,0.0161,0.11263333333,0.01526666667,0.08393333333,38.60416764,7.04721951167,55.5514333333,8.164540741,0.23007246367,25.68558612,0.827995639,27.3613333333,0.060722222,0.011217949,4.84504176733,2.66481166767,6.73155391867,17.4156215667,0.194520548,6/19/15,19.009163,-155.800246,0,HAW_KONA,5629,193933,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.029032258,0,0,0,0,0.003225806,0,0.064516129,0.738709677,0.019354839,0.1
156,KAU-00217,MHI,Kauai,Forereef,2013,Deep,6171,KAU_EAST,nSPC,Main Hawaiian Islands,PAV,18.9,20,5,25,0,50,0.10125,0.0124373429638327,0.25,22.5,2,1,0,0.40330252111526,0.751988756923055,8.93178882362771,377,0,0,0,5.763277997,0,0,0,0,0,0.269813152,0,1.687362158,0,0,0,0,0,0,0,0.549121593,0,0,0,0,0,0.34149137,0,0,0,0,0,0.341799337,0.239801936,0,0,0,0,0,0,0.022520955,0.871891603,0,10.0870801,0,10.0870801,0.0816,0.06243333333,0.58773333333,0.107,0.10326666667,44.0362539567,9.54750535867,57.8795,2.665614352,0.168478261,25.66505837,1.06699498133,27.223,0.297361111,0.05555555533,4.92505307433,2.85321586267,6.62325188767,15.8083727233,0.180547945,8/17/13,21.88800003,-159.5721324,0,KAU_EAST,23746,972633,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.135483871,0.025806452,0.061290323,0.048387097,0,0.012903226,0,0,0.770967742,0.003225806,0.077419355
157,KAU-00223,MHI,Kauai,Forereef,2013,Deep,6161,KAU_EAST,nSPC,Main Hawaiian Islands,PAV,29.1,2,16,12.5,12.5,57,0.1,0,0.15,22.5,2,1,0,0.127953656624696,0.0666526259405422,1.78028525424135,367,0,0,0,1.145368004,0.004247695,0,0,0,0,0,0,0.134086867,0,0,0,0,0,0,0,0.090870758,0,0,0,0,0,0.058181954,0,0,0,0,0.347529976,0.007505204,0.105663865,0,0,0,0,0.022289792,0,0.059147422,0,0,1.974891537,0,1.974891537,0.07383333333,0.068,0.647,0.10896666667,0.09603333333,44.68538333,9.86077536633,58.2601333333,2.351151852,0.16485507233,25.6174700433,1.063644032,27.1893333333,0.3035,0.05982905967,6.72884989567,3.75237130433,8.70745243333,21.25210307,0.21059360733,8/17/13,21.86980627,-159.5118714,0,KAU_EAST,29938,1016051,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.006451613,0.006451613,0,0,0,0.016129032,0,0,0.9,0.003225806,0.074193548
158,KAU-00226,MHI,Kauai,Forereef,2013,Deep,6170,KAU_EAST,nSPC,Main Hawaiian Islands,MIX,19.85,1,29.5,3,35,31.5,0.10125,0.0124373429638327,0.35,12.5,2,1,0,0.988967035962775,1.02217320561202,4.22109717436706,376,0,0,0,4.851936742,0,0,0,0,0,0,0,0.153275023,0,0,0,0,0,0,0,0.184376892,0,0,0,0.028415128,0,0,0,0,0,0,0,0,0.960551908,0,0,0,0,0,0,0.053681722,0,0,6.232237416,0,6.232237416,0.07383333333,0.068,0.4769,0.08203333333,0.1075,44.68538333,9.86077536633,58.2601333333,2.351151852,0.16485507233,25.60642601,1.06073841867,27.1963333333,0.292388889,0.05822649567,4.70463958567,2.63715307433,5.99999659833,15.83592586,0.21351598167,8/17/13,21.88106644,-159.4998247,0,KAU_EAST,33655,1018696,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.01875,0.00625,0,0.0125,0,0.0125,0,0.190625,0.76875,0.009375,0
159,KAU-00227,MHI,Kauai,Forereef,2013,Deep,6081,KAU_EAST,nSPC,Main Hawaiian Islands,PAV,18.8,5,27.5,35,7.5,25,0.1045,0.0345289733412391,0.45,16.5,2,1,0.0049238538697042,2.48735550757636,2.92282959046896,3.68044436632298,324,0.592839885,0,0,3.34368183,0,0,0,0,0,1.291135307,0,1.117597317,0,0,0,0,0.289398167,0,0,0.379383545,0,0,0,0,0,0.705814554,0,0,0,0,0.025420997,0,1.29741861,0,0,0,0,0,0.004923854,0.047939252,0,0,9.095553318,0,9.095553318,0.06386666667,0.02213333333,0.2671,0.0434,0.0966,44.3099013,9.87927499933,58.2672666667,2.755444213,0.15640096633,25.46833151,1.05416426833,26.981,0.30994444467,0.06730769233,9.12809765733,5.18612641767,11.4116673833,20.4008250633,0.260456621,8/13/13,21.91129737,-159.3799259,0,KAU_EAST,36179,1020298,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.008823529,0.005882353,0,0.002941176,0,0.023529412,0,0,0.861764706,0.017647059,0.085294118
